id,nombre,fuentes,genero,fecha,municipio,departamento,tipo_de_lider,cargo,fuentes_prensa,año,dia
maria-del-carmen-moreno,Maria del Carmen Moreno,"Pacifista,Indepaz,CODHES",Femenino,2018-05-02,Arauquita,Arauca,Líder comunitario,Presidenta de la Junta de Acción Comunal de Caño Rico en Arauquita,http://pacifista.co/maria-del-carmen-moreno-la-lideresa-asesinada-que-se-oponia-a-la-expansion-petrolera/,2018,05
ramon-ascue,Ramon Ascue,"Pacifista,Indepaz",Masculino,2018-05-14,Corinto,Cauca,Líder indígena,"Liberador de la Madre Tierra del resguardo de Corinto, Ramón Ascue. Asociación de Cabildos Indígenas del Norte del Cauca",https://analisisurbano.org/sicarios-asesinaron-a-ramon-ascue-lider-de-la-comunidad-indigena-de-corinto-cauca/,2018,05
felix-castaneda,Felix Castañeda,Indepaz,Masculino,2018-05-19,Cantagallo,Bolívar,Líder comunal - JAC,Miembro de la Junta de Acción Comunal de la vereda Chaparral,http://www.vanguardia.com/santander/barrancabermeja/433434-asesinan-a-lider-social-del-area-rural-de-cantagallo,2018,05
amilcar-yagari,Amilcar Yagari Siagama,Indepaz,Masculino,2018-05-29,El Dovio,Valle del Cauca,Líder indígena,Exgobernador indígena y dirigente embera,http://www.eltiempo.com/colombia/cali/asesinan-a-exgobernador-y-a-pareja-de-indigenas-en-el-valle-del-cauca-223736,2018,05
dalmayro-reyes,Dalmayro Reyes,Indepaz,Masculino,2018-05-31,Dagua,Valle del Cauca,Líder comunitario,Docente,http://www.eltiempo.com/colombia/cali/conmocion-por-asesinato-de-educador-en-dagua-224822,2018,05
carlos-jimmy-prado,Carlos Jimmy Prado Gallardo,"Pacifista,Indepaz,CODHES",Masculino,2018-06-03,Satinga,Nariño,Líder comunitario,"Directivo ASOCOETNAR. Delegado nacional del espacio de consulta previa de negros, afrocolombianos palenqueros y raizales en Nariño.",https://analisisurbano.org/asesinado-en-narino-el-lider-social-carlos-jimmy-prado-gallardo/,2018,06
yurgen-soto-gutierrez,Yurgen Soto Gutiérrez,Prensa,Masculino,2018-06-07,Hacarí,Norte de Santander,Líder comunal - JAC,Miembro de la Junta de Acción Comunal del municipio de Hacarí,https://www.laopinion.com.co/judicial/el-ejercito-niega-bombardeos-en-hacari-155946,2018,06
cristian-andrey-rodriguez,Cristian Andrey Rodriguez Sánchez,"Prensa,Indepaz",Masculino,2018-06-20,Hacarí,Norte de Santander,Líder comunal - JAC,"Dirigente de la Junta de Acción Comunal de la vereda la Esperanza del corregimiento Mesitas, municipio de Hacarí",https://www.laopinion.com.co/judicial/asesinado-joven-en-veredal-de-hacari-156765,2018,06
arnulfo-catimay-blanco,Arnulfo Catimay Blanco,"Prensa,Indepaz,CODHES",Masculino,2018-06-20,Santa Rosalia,Vichada,Líder indígena,Hermano del Gobernador Pueblo Indígena Sáliba,http://www.contagioradio.com/denuncian-asesinato-del-lider-indigena-arnulfo-catimay-articulo-54033/,2018,06
jamer-alberto-idrovo,James Alberto Hidrobo Navia,"Pacifista,Indepaz,CODHES",Masculino,2018-06-21,Balboa,Cauca,Líder campesino o agrario,Exconcejal y miembro de la Asociacion de cultivadores de hoja de coca; amapola y marihuana (COCAM),http://caracol.com.co/emisora/2018/06/27/popayan/1530064669_937102.html,2018,06
luis-carlos-cabrera,Luis Carlos Cabrera Segura,"Prensa,Indepaz,CODHES",Masculino,2018-06-21,Florencia,Caquetá,Líder comunal - JAC,Presidente de la junta de accion comunal del barrio Berlin de Florencia,http://www.tucaqueta.com/judiciales/indignacion-muerte-lider-social/,2018,06
evelia-francisca-atencia,Evelia Francisca Atencia Perez,"Prensa,Pacifista,Indepaz",Femenino,2018-06-23,Maicao,La Guajira,Líder comunitario,Docente del municipio,https://analisisurbano.org/la-profesora-de-primaria-evelia-francisca-fue-asesinada-en-maicao-guajira/,2018,06
adrian-perez,Adrian Perez,"Prensa,Indepaz,CODHES",Masculino,2018-06-23,Curvarado,Chocó,Líder campesino o agrario,Liderazgo en la reclamacion de tierras en Curvarado y el territorio colectivo de La Larga Tumarado,https://www.justiciaypazcolombia.com/asesinado-hijo-de-lider-reclamante-de-tierras/,2018,06
anderson-ortiz-perez,Anderson Ortiz Pérez,Prensa,Masculino,2018-06-23,Playa de Belén,Norte de Santander,Líder comunal - JAC,"Miembro de la Junta de Acción Comunal de la Vereda carrizal, municipio de la Playa de Belen",https://www.laopinion.com.co/judicial/fin-de-semana-sangriento-en-el-catatumbo-dejo-tres-muertos-157000,2018,06
janer-alberto-arboleda,Janer Alberto Correa Arboleda,"Prensa,Indepaz",Masculino,2018-06-23,Teorama,Norte de Santander,Líder comunal - JAC,Presidente de la Junta Acción Comunal de la vereda San José,http://diariodelcauca.com.co/noticias/judicial/horas-de-terror-y-sangre-se-viven-en-el-catatumbo-dos-muerto-431645,2018,06
isaac-navarro-mora,Isaac Navarro Mora,CODHES,Masculino,2018-06-23,Teorama,Norte de Santander,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda Bellavista,https://www.elespectador.com/noticias/nacional/dos-lideres-comunales-asesinados-en-teorama-norte-de-santander-articulo-796204,2018,06
hector-santiago-anteliz,Hector Santiago Anteliz,"Prensa,Pacifista,Indepaz,ONU,CODHES",Masculino,2018-06-23,Teorama,Norte de Santander,Líder comunal - JAC,"Responsable del comité veredal de san José, corregimiento jurisdicciones municipio de Teorama",http://caracol.com.co/emisora/2018/06/23/cucuta/1529789154_683615.html,2018,06
jose-abraham-garcia,Jose Abraham Garcia,"Prensa,Pacifista,Indepaz,CODHES",Masculino,2018-06-26,Ituango,Antioquia,Líder comunal - JAC,Presidente de la Junta de Accion Comunal (JAC) de la vereda Pascuita,https://noticias.caracoltv.com/medellin/asesinan-disparos-jose-abraham-garcia-lider-social-de-ituango-ie139,2018,06
julio-cesar-sucerquia,Julio Cesar Sucerquia,"Prensa,Indepaz,CODHES",Masculino,2018-06-28,Ituango,Antioquia,Líder campesino o agrario,Miembro fundador de la asociacion de comites de barequeros del norte de Antioquia ASOCBARE-NA,http://www.notimerica.com/sociedad/noticia-matan-julio-cesar-sucerquia-segundo-lider-social-asesinado-ituango-colombia-menos-dos-dias-20180629181641.html,2018,06
gabriel-adolfo-correa,Gabriel Adolfo Correa Chavestan,"Prensa,Pacifista,Indepaz",Masculino,2018-07-02,Buenos Aires,Cauca,Líder comunitario,Concejal,https://www.elespectador.com/noticias/nacional/alianza-verde-repudia-asesinato-de-concejal-de-su-partido-en-cauca-articulo-797779,2018,07
leonedis-aleiser-sierra,Leonedis Aleiser Sierra Ortiz,"Prensa,Indepaz",Masculino,2018-07-02,Tarazá,Antioquia,Líder comunal - JAC,Miembro de la junta de acción comunal de San Agustín Bajo,https://postalesparalamemoria.com/ilustraciones/leonedis-aleiser-sierra-ortiz-2/,2018,07
santa-felicinda-santamaria,Santa Felicinda Santamaria,"Prensa,Pacifista,Indepaz,CODHES",Femenino,2018-07-03,Quibdó,Chocó,Líder comunal - JAC,Presidente de la Junta de Acción Comunal del Barrio Virgen del Carmen,https://analisisurbano.org/mataron-a-felicinda-santamaria-presidenta-de-la-jac-del-barrio-virgen-del-carmen-en-quibdo/,2018,07
luis-barrios-machado,Luis Barrios Machado,"Prensa,Pacifista,Indepaz,CODHES",Masculino,2018-07-03,Palmar de Varela,Atlántico,Líder comunitario,Presidente de la Veeduría de Control Ciudadano de Palmar de Varela,https://www.elheraldo.co/judicial/asesinan-en-palmar-de-varela-al-presidente-de-asocomunal-514182,2018,07
ana-maria-cortes,Ana Maria Cortes Mena,"Prensa,Pacifista,Indepaz,CODHES",Femenino,2018-07-04,Cáceres,Antioquia,Líder comunitario,Coordinadora de la campaña presidencial de Gustavo Petro,http://caracol.com.co/emisora/2018/07/05/medellin/1530762079_440132.html,2018,07
margarita-estupinan-uscategui,Margarita Estupiñan Uscategui,"Prensa,Pacifista,Indepaz,CODHES",Femenino,2018-07-04,Tumaco,Nariño,Líder comunal - JAC,Presidenta de la Junta de Acción Comunal del barrio El Recreo,https://www.eltiempo.com/colombia/otras-ciudades/dolor-en-tumaco-por-el-asesinato-a-bala-de-lider-social-239618,2018,07
ancizar-cifuentes,Ancízar Cifuentes,"Prensa,Pacifista,Indepaz",Masculino,2018-07-05,Chaparral,Tolima,Líder comunitario,Líder de restitución de tierras,https://www.elespectador.com/noticias/paz/otro-lider-social-asesinado-las-versiones-enfrentadas-sobre-el-homicidio-de-ancizar-cifuentes-articulo-798501,2018,07
dario-dovigama,Dario Dovigama,"Prensa,Indepaz",Masculino,2018-07-06,Orito,Putumayo,Líder indígena,Miembro del cabildo Cañabravita de Orito,https://noticias.caracoltv.com/colombia/brutal-asalto-cabildo-indigena-en-putumayo-deja-dos-muertos-ie26636,2018,07
francisco-dovigama,Francisco Dovigama,"Prensa,Indepaz",Masculino,2018-07-06,Orito,Putumayo,Líder indígena,Miembro del cabildo Cañabravita de Orito,https://noticias.caracoltv.com/colombia/brutal-asalto-cabildo-indigena-en-putumayo-deja-dos-muertos-ie26636,2018,07
alexander-castellano,Alexander Castellano,"Prensa,CODHES",Masculino,2018-07-06,Cartagena de Chairá,Caquetá,Líder campesino o agrario,Vicepresidente de la Asociacion Campesina Para la Proteccion Ambiental ,http://wakende.sicodhes.org/reports/view/106630,2018,07
jose-fernando-jaramillo,José Fernando Jaramillo Oquendo,"Prensa,Pacifista,Indepaz",Masculino,2018-07-06,Ituango,Antioquia,Líder comunal - JAC,Miembro de la Junta de Acción Comunal de Pascuieta,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,07
fernando-gomez,Fernando Gómez,"Prensa,Pacifista,Indepaz,CODHES",Masculino,2018-07-07,Guacarí,Valle del Cauca,Líder indígena,Miembro de la asociacion Mixta Indigena y Campesina ASOMIC,http://wakende.sicodhes.org/reports/view/106637,2018,07
frank-dairo-rincon,Frank Dairo Rincon,"Indepaz,CODHES",Masculino,2018-07-09,Pitalito,Huila,Líder comunitario,Profesor de Ciencias Naturales del municipio de Pitalito,https://www.eltiempo.com/colombia/otras-ciudades/profesor-asesinado-en-huila-no-era-coordinador-de-campana-de-petro-241062,2018,07
ruben-dario-ruidiaz,Ruben Dario Ruidiaz Guerra,Indepaz,Masculino,2018-07-10,Maicao,La Guajira,Líder comunitario,Militar pensionado,https://www.elheraldo.co/la-guajira/asesinan-bala-militar-pensionado-en-medio-de-un-atraco-517094,2018,07
carlos-alberto-ruiz,Carlos Alberto Ruiz Restrepo,"Prensa,CODHES",Masculino,2018-07-11,Cali,Valle del Cauca,Líder comunitario,Lider que luchaba contra mineria ilegal en Cali,http://wakende.sicodhes.org/reports/view/106677,2018,07
luis-eduardo-dagua,Luis Eduardo Dagua,"Prensa,CODHES",Masculino,2018-07-16,Caloto,Cauca,Líder comunal - JAC,Miembro de la Junta de Acción Comunal de la Vereda El Carmelo,https://www.semana.com/nacion/articulo/luis-eduardo-dagua-otro-lider-social-asesinado-en-caloto/575575,2018,07
juan-de-jesus-moreno,Juan de Jesus Moreno,"Prensa,Pacifista",Masculino,2018-07-17,Curillo,Caqueta,Líder comunitario,Docente de la Institución Educativa Rural Horizonte,https://www.rcnradio.com/colombia/sur/asesinan-docente-en-el-sur-de-caqueta,2018,07
ibes-trujillo-contreras,Ibes Trujillo Contreras,"Prensa,Pacifista,Indepaz,CODHES,Defensoría",Masculino,2018-07-17,Suárez,Cauca,"Líder comunitario,Líder afrodescendiente",Fiscal del consejo comunitario Cuenca Río Timba Marilopez y la Coordinación Nacional de Organizaciones y Comunidades Afrodescendientes,https://periodicolaultima.com/2018/07/17/confirman-la-muerte-de-ibes-trujillo-contreras-lider-social-en-el-norte-del-cauca/,2018,07
robert-emiro-jaraba,Robert Emiro Jaraba Arroyo,"Prensa,Pacifista,Indepaz,CODHES",Masculino,2018-07-17,Caucasia,Antioquia,Líder sindical,Líder sindical de Cerro Matoso,http://www.eluniversal.com.co/sucesos/asesinan-en-caucasia-lider-sindical-de-cerro-matoso-282915,2018,07
homero-ortega,Homero Ortega,"Prensa,Pacifista",Masculino,2018-07-18,Arauquita,Arauca,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de Arauquita,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,07
horacio-triana-parra,Horacio Triana Parra,"Prensa,Pacifista",Masculino,2018-07-20,Otanche,Boyacá,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda El Carmen,https://www.semana.com/nacion/articulo/lider-social-asesinado-en-boyaca-horacio-triana-parra/576188,2018,07
jose-osvaldo-taquez,José Osvaldo Taquez,"Prensa,Pacifista,CODHES",Masculino,2018-07-21,Orito,Putumayo,Líder comunal - JAC,Presidente de la junta de acción comunal de la vereda Remolinos,https://www.rcnradio.com/colombia/asesinan-en-putumayo-al-lider-social-oswaldo-taques,2018,07
kevin-julian-leon,Kevin Julian León Rivera,"Prensa,Pacifista,CODHES",Masculino,2018-07-22,Medellín,Antioquia,Líder juvenil,Miembro del Semillero de Paz de la Comuna 7 – Robledo,https://noticias.caracoltv.com/medellin/conmocion-en-robledo-miramar-por-asesinato-de-joven-defensor-de-derechos-humanos-ie137,2018,07
libardo-moreno,Libardo Moreno,"Prensa,Pacifista",Masculino,2018-07-24,Jamundí,Valle del Cauca,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de Las Pilas en Jamundí, Valle",https://www.semana.com/nacion/articulo/libardo-moreno-otro-lider-social-asesinado-en-el-pais/576416,2018,07
luis-gabriel-gomez,Luis Gabriel Gomez,"Prensa,CODHES",Masculino,2018-07-25,Puerto Asís,Putumayo,Líder comunitario,Rector de la Institución Educativa Bajo Lorenzó,https://www.semana.com/nacion/articulo/asesinan-a-luis-gabriel-gomez-rector-de-un-colegio-en-putumayo/576713,2018,07
fabian-rosales-nino,Fabián Rosales Niño,"Prensa,Pacifista,CODHES",Masculino,2018-07-26,Cúcuta,Norte de Santander,Líder comunal - JAC,Presidente de la Junta de Accion Comunal de la vereda La Sabana,http://wakende.sicodhes.org/reports/view/106742,2018,07
luis-francisco-vargas,Luis Francisco Vargas,CODHES,Masculino,2018-07-26,Chaparral,Tolima,Líder campesino o agrario,Beneficiario de la Unidad de Restitucion de Tierras del Gobierno Nacional,http://wakende.sicodhes.org/reports/view/106739,2018,07
raul-buitrago-perdomo,Raul Buitrago Perdomo,Prensa,Masculino,2018-07-30,San Jose Del Frauba,Caqueta,Líder campesino o agrario,Responsable de la comisión de medio ambiente de la Asociación Portales del Fragua y de la Asociación de Cafeteros del municipio de San José del Fragua.,https://www.lafm.com.co/judicial/asesinado-raul-buitrago-perdomo-lider-social-del-sur-de-caqueta,2018,07
frederman-quintero,Frederman Quintero Guillin,"Prensa,Pacifista",Masculino,2018-07-30,El Tarra,Norte de Santander,Líder campesino o agrario,Miembro de la Asociación Campesina del Catatumbo (Ascamcat).,https://cjlibertad.org/victimas/1302-catatumbo-en-paz.html,2018,07
valentin-tezada-rua,Valentín Tezada Rua,"Prensa,CODHES",Masculino,2018-08-01,Suárez,Cauca,Líder comunitario,El locutor de la emisora local de su municipio,http://wakende.sicodhes.org/reports/view/106771,2018,08
alfredo-alonso-ruiz,Alfredo Alonso Ruiz Higuita,"Prensa,CODHES",Masculino,2018-08-05,Tarazá,Antioquia,Líder comunitario,Líder de procesos de sustitución de cultivos ilícitos,https://www.lafm.com.co/colombia/dos-lideres-sociales-fueron-asesinados-en-antioquia,2018,08
hernan-dario-chavarria,Hernán Darío Chavarría,"Prensa,CODHES",Masculino,2018-08-05,La Unión,Antioquia,Líder comunitario,Miembro de la Asociación de Barequeros,https://www.lafm.com.co/colombia/dos-lideres-sociales-fueron-asesinados-en-antioquia,2018,08
uriel-rodriguez,Uriel Rodríguez,"Prensa,Pacifista,CODHES",Masculino,2018-08-07,Cajibio,Cauca,Líder comunitario,Miembro de la sustitucion de cultivos,http://wakende.sicodhes.org/reports/view/106802,2018,08
alejandro-jacanamejoy,Alejandro Jacanamejoy,"Prensa,Pacifista,CODHES",Masculino,2018-08-09,Puerto Leguízamo,Putumayo,Líder comunal - JAC,"Presidente de la Junta de Acción comunal del municipio de Puerto Leguízamo, Putumayo",https://www.semana.com/nacion/articulo/emiliano-trochez-y-alejandro-jacanamejoy-lideres-sociales-asesinados/579361,2018,08
emiliano-trochez,Emiliano Trochez,"Prensa,Pacifista,CODHES",Masculino,2018-08-10,Santander de Quilichao,Cauca,Líder indígena,Exgobernador del Resguardo Indigena de Guadualito,http://wakende.sicodhes.org/reports/view/106807,2018,08
alfredo-manuel-palacio,Alfredo Manuel Palacio Jimenez,"Prensa,Pacifista,CODHES",Masculino,2018-08-12,Aracataca,Magdalena,Líder comunal - JAC,Miembro de la Junta de Accion Comunal del barrio 2 de febrero de Aracataca,http://wakende.sicodhes.org/reports/view/106828,2018,08
jorge-eliecer-roa,Jorge Eliecer Roa Patino,"Prensa,Pacifista,CODHES",Masculino,2018-08-13,Calamar,Guaviare,Líder comunitario,Ex alcalde de Miraflores,http://wakende.sicodhes.org/reports/view/106893,2018,08
jose-garcia-amariles,Jose Garcia Amariles,"Prensa,Pacifista,CODHES",Masculino,2018-08-15,Valdivia,Antioquia,Líder campesino o agrario,Lider campesino de la Mesa Municipal de Victimas,http://wakende.sicodhes.org/reports/view/106894,2018,08
luis-alberto-rivas,Luis Alberto Rivas Gomez,"Prensa,Pacifista,CODHES",Masculino,2018-08-18,Turbo,Antioquia,Líder afrodescendiente,Miembro de la Autoridad Nacional Afrocolombiana; Anafro; y del Proceso de Comunidades Negras en Colombia,http://wakende.sicodhes.org/reports/view/106933,2018,08
marco-tulio-grajales,Marco Tulio Grajales,"Prensa,Pacifista,CODHES",Masculino,2018-08-19,Armenia,Quindio,Líder comunal - JAC,Candidato a la Junta de Acción Local de la comuna 10,http://wakende.sicodhes.org/reports/view/106977,2018,08
holmes-alberto-niscue,Holmes Alberto Niscue,"Prensa,Pacifista",Masculino,2018-08-19,Tumaco,Nariño,Líder indígena,Líder del resguardo indígena Awá del Gran Rosario,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,08
huber-hoyos,Huber Hoyos,"Prensa,CODHES",Masculino,2018-08-20,Almaguer,Cauca,Líder indígena,Integrante del proceso campesino indigena del municipio de Almaguer,http://wakende.sicodhes.org/reports/view/106972,2018,08
jefferson-arevalo,Jefferson Arévalo,"Prensa,Pacifista",Masculino,2018-08-23,Puerto Rico,Meta,Líder comunitario,Miembro de la Unión Patriótica y de la Corporación Reiniciar,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,08
hector-fabio-montoya,Hector Fabio Montoya,"Prensa,CODHES",Masculino,2018-08-24,Florencia,Caquetá,Líder comunitario,Coordinador de la fundacion Nuevo Amanecer,http://wakende.sicodhes.org/reports/view/106974,2018,08
luis-henry-vera,Luis Henry Vera Gamboa,Prensa,Masculino,2018-08-24,Chimichagua,Cesar,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda El Desengaño, jurisdicción del municipio de Chimichagua, Cesar, también se desempeñaba como integrante de la Mesa Regional Campesina del Perijá.",https://www.elheraldo.co/cesar/matan-tiros-lider-social-y-un-amigo-en-chimichagua-cesar-533970,2018,08
jorge-enrique-monsalve,Jorge Enrique Monsalve Giraldo,"Prensa,Pacifista",Masculino,2018-08-25,Tarazá,Antioquia,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda San Antonio de San José de Uré (Córdoba), y líder de sustitución de cultivos de uso ilícito",https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,08
james-escobar,James Escobar,"Prensa,Pacifista",Masculino,2018-08-29,Tumaco,Nariño,Líder comunitario,"Miembro de la Junta Veredal de Miras Palmas, también hacía parte de la junta directiva del Consejo Comunitario Alto Mira y Frontera en Tumaco",https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,08
oliver-herrera,Óliver Herrera,"Prensa,Pacifista",Masculino,2018-08-31,San Juan de Lozada,Meta,Líder comunal - JAC,Expresidente de la Junta de Acción Comunal de la vereda Brisas del Guayabero (zona rural del Meta) y miembro de la Asociación Campesina Ambiental Losada Guayabero (ASCAL-G),https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,08
alirio-arenas,Alirio Antonio Arenas Gómez,"Prensa,Pacifista",Masculino,2018-09-02,Ocaña,Norte de Santander,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda San Isidro y Concejal de Convención, Norte de Santander.",https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,09
norberto-alonso-gutierrez,Norberto Alonso Gutiérrez,"Prensa,Pacifista,CODHES",Masculino,2018-09-03,Tarazá,Antioquia,Líder comunal - JAC,Presidente de la Junta de Accion Comunal de la Caucana en Taraza,http://wakende.sicodhes.org/reports/view/106973,2018,09
leidy-correa,Leidy Correa,"Prensa,Pacifista",Femenino,2018-09-08,Peque,Antioquia,Líder comunal - JAC,Secretaria en la Junta de Acción Comunal en la vereda Guayabal,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,09
omar-pallares,Ómar Pallarés,"Prensa,Pacifista",Masculino,2018-09-12,Galeras,Sucre,Líder comunitario,Líder reconocido por las personas más necesitadas de su comunidad,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,09
alipio-salazar-aviles,Alipio Salazár Avilés,Prensa,Masculino,2018-09-25,Baraya,Huila,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda El Vaticano, municipio de Baraya, norte del departament del Huila.",http://www.pitalitonoticias.com/2018/09/identifican-lider-comunal-asesinado.html,2018,09
jaime-rivera,Jaime Rivera,"Prensa,Pacifista",Masculino,2018-10-06,Bolívar,Cauca,Líder comunitario,Apoyaba la sustitución de cultivos de uso ilícito en esta zona del Cauca,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,10
jhorman-arlex-ipia,Jhorman Arlex Ipia,"Prensa,Pacifista",Masculino,2018-10-07,Corinto,Cauca,Líder campesino o agrario,Miembro activo de la Asociación de Trabajadores Campesinos y de la Zona de Reservas Campesinas,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,10
oscar-adolfo-quenan,Óscar Adolfo Quenán Toro,Prensa,Masculino,2018-10-10,San Miguel,Putumayo,Líder comunal - JAC,Fiscal de la Junta de Acción Comunal de la vereda Nueva Albania.,http://www.conexionputumayo.com/otro-lider-comunal-fue-asesinado-en-el-sur-del-departamento-del-putumayo/,2018,10
oscar-anibal-espana,Óscar Aníbal España,"Prensa,Pacifista",Masculino,2018-10-10,Cartagena del Chairá,Caquetá,Líder comunal - JAC,Vicepresidente de la Junta de Acción Comunal de la vereda El Recreo,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,10
dioseli-noriega,Dioselí Noriega,"Prensa,Pacifista",Masculino,2018-10-13,Convención,Norte de Santander,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda La Laguna,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,10
henry-hernandez,Henry Alexander Hernández,Prensa,Masculino,2018-10-16,Puerto Lleras,Meta,Líder campesino o agrario,Dirigente agropecuario ,https://adsamericas.org/ads-condena-asesinato-de-dos-dirigentes-agropecuarios-en-el-meta/,2018,10
jesus-colmenares,Jesús Manuel Colmenares Quevedo,Prensa,Masculino,2018-10-16,Puerto Lleras,Meta,Líder campesino o agrario,Dirigente agropecuario ,https://adsamericas.org/ads-condena-asesinato-de-dos-dirigentes-agropecuarios-en-el-meta/,2018,10
maria-caicedo-muñoz,María Caicedo Muñoz,"Prensa,Pacifista",Femenino,2018-10-20,Argelia,Cauca,Líder campesino o agrario,Integrante del Comité de Mujeres de la Asociación de Mujeres Campesinas de Argelia y de la Asociación Campesina de Trabajadores de Argelia,https://www.colombia.com/actualidad/judicial/quien-era-la-lider-social-maria-caicedo-munoz-209430,2018,10
eladio-de-jesus-posso,Eladio de Jesús Posso Espinosa,"Prensa,Pacifista",Masculino,2018-10-31,Tarazá,Antioquia,Líder comunal - JAC,Tesorero de la Junta de Acción Comunal de la vereda El Triunfo,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,10
javier-ancizar-fernandez,Javier Ancizar Fernández,"Prensa,Pacifista",Masculino,2018-11-01,Suárez,Cauca,Líder comunitario,Dirigente de la Asociación de Institutores y Trabajadores de la Educación del Cauca,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,11
edilberto-nino-cristancho,Edilberto Niño Cristancho,"Prensa,Pacifista",Masculino,2018-11-04,Villavicencio,Meta,Líder sindical,Líder sindical en la empresa palmera Aceites Manuelita,http://ail.ens.org.co/noticias/sintraimagra-pide-a-fiscalia-esclarecer-brutal-asesinato-de-dirigente-sindical-del-meta/,2018,11
carlos-baron,Carlos Barón,"Prensa,Pacifista",Masculino,2018-11-08,La Calera,Cundinamarca,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda Tunjuaque, ubicada en La Calera, Cundinamarca",https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,11
luis-tarazona-salamanca,Luis Tarazona Salamanca,"Prensa,Pacifista",Masculino,2018-11-08,Tibú,Norte de Santander,Líder campesino o agrario,Minero artesanal y coordinaba un comité veredal de la Asociación Campesina del Catatumbo (Ascamcat),https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,11
jorge-yepes,Jorge Yepes Mendoza,Prensa,Masculino,2018-11-09,Ovejas,Sucre,Líder comunal - JAC,Miembro de la Junta de Acción Comunal de Macayepos.,https://www.eluniversal.com.co/sucesos/asesinan-miembro-de-la-jac-del-corregimiento-de-macayepo-291574-OUEU409531,2018,11
hector-fabio-almairo,Héctor Fabio Almairo,Prensa,Masculino,2018-11-11,La Macarena,Meta,Líder comunal - JAC,Presidente de la Juanta de Acción Comunal de la vereda Getsemaní y hacía parte de la Coordinación Nacional de Cultivadores de Coca y Amapola (COCCAM).,https://www.elespectador.com/noticias/judicial/asesinan-otro-lider-social-esta-vez-en-la-macarena-meta-articulo-823198,2018,11
alvaro-gomez-garzon,Álvaro Gómez Garzón,Prensa,Masculino,2018-11-13,Argelia,Cauca,Líder comunitario,"Miembro la Junta de Acción Comunal de la vereda San Alfonso, así como de la Asociación Campesina de Trabajadores de Balboa (Ascatbal)",https://www.eltiempo.com/colombia/otras-ciudades/oficial-de-ejercito-admite-que-muerte-de-lider-fue-error-en-cauca-293202,2018,11
otoniel-barreto-londono,Otoniel Barreto Londoño,"Prensa,Pacifista",Masculino,2018-11-15,Ciénaga,Magdalena,Líder comunal - JAC,"Líder de la Junta de Acción Comunal de la vereda Mocoa, en el corregimiento de Palmor, Sierra Nevada de Santa Marta",http://www.elinformador.com.co/index.php/judiciales/71-judiciales-local/190121-asesinan-de-varios-tiros-a-un-lider-comunal-en-su-finca,2018,11
gladis-rivera-champeno,Gladis Rivera Champeño,Prensa,Femenino,2018-11-28,Toribío,Cauca,Líder indígena,Presidenta de la Junta de Acción Comunal de la vereda La Laguna,https://www.elheraldo.co/colombia/asesinan-lider-social-e-indigena-en-el-municipio-de-toribio-norte-del-cauca-571420,2018,11
jose-antonio-navas,José Antonio Navas,"Prensa,Pacifista",Masculino,2018-11-29,Tibú,Norte de Santander,Líder comunal - JAC,Directivo de la Junta de Acción Comual de la vereda El Líbano,https://www.semana.com/nacion/articulo/asesinan-a-jose-antonio-navas-lider-social-en-tibu/592757,2018,11
